ROI	B51315	B51325	B51732	B51742	B51852	B51861	B51872	B51882	B51813	B51824	B51836	B52233	B52242	B52253	B52264	B52274	B53106	B52711	B52715	B52823	B52824	B52825	B52836	B53041	B53054	B53161	B53183	B53195	B53212	B53233	B53245	B53257	B53269	B53279	B53281	B53291	B55012	B55023	B55034	B55045	B55056	B54611	B54623	B54645	B54751	B49913	B49924	B49935	B49946	B49957	B49968	B49978	B49901
1051	0.6678039	0.6801245	0.5133538	0.6201388	0.5302293	0.6640192	0.7600386	0.6305041	0.5431985	0.6005567	0.5515133	0.6037578	0.6767204	0.6412473	0.626808	0.5856208	0.4807568	0.429821	0.459144	0.446119	0.4871102	0.4263816	0.5006741	0.3997982	0.4007511	0.4634694	0.4571266	0.4813347	0.4290164	0.4109561	0.4029876	0.4316104	0.4161591	0.4496998	0.4024168	0.4151529	0.4722086	0.4459182	0.4410098	0.5015203	0.4814942	0.5509925	0.7344265	0.6268547	0.6643037	0.58843	0.5563714	0.5979971	0.5494888	0.621421	0.4961626	0.6128811	0.5793666
1052	0.4342755	0.535858	0.3676994	0.4281425	0.3624223	0.3646832	0.3621265	0.5045878	0.4255907	0.3990592	0.351651	0.4434432	0.4399233	0.4230393	0.4029163	0.3553826	0.2636765	0.3629326	0.2725612	0.3045904	0.2698772	0.2669677	0.2761536	0.2499901	0.2515904	0.2959777	0.2940446	0.2589381	0.2635883	0.2550017	0.3445093	0.2713234	0.2094974	0.2903906	0.2716323	0.2152709	0.2601885	0.2313811	0.2458171	0.2766976	0.247484	0.2884968	0.3646342	0.3415442	0.3696148	0.3738168	0.4922177	0.4529682	0.4707664	0.4219874	0.4022284	0.4597488	0.4638036
1053	0.6399363	0.665068	0.4609613	0.569917	0.4414402	0.7209949	0.8572352	0.6032761	0.4865626	0.5280952	0.5138335	0.6141616	0.6839132	0.6392249	0.6667927	0.6047735	0.53244	0.4052722	0.4621763	0.4019244	0.5330674	0.4231356	0.5190815	0.4177324	0.4052086	0.4700464	0.4634445	0.5027775	0.4138604	0.417599	0.3565243	0.4045092	0.4227907	0.4955637	0.419855	0.4260612	0.4734965	0.4450806	0.4374529	0.4965048	0.5083071	0.5674565	0.7180306	0.6794474	0.7014216	0.5661462	0.5009982	0.5442734	0.4982631	0.6030161	0.4164379	0.5503066	0.5223688
1054	0.6729299	0.7011006	0.4890567	0.5183099	0.5207226	0.6361296	0.7613996	0.5015724	0.498305	0.5261447	0.559809	0.6500854	0.7240939	0.6770918	0.5962198	0.5386589	0.4608085	0.3770796	0.4281121	0.392841	0.4172783	0.390445	0.4286468	0.4025388	0.372056	0.4544415	0.4182696	0.4220422	0.3620571	0.3626236	0.3104821	0.440286	0.3959708	0.5145903	0.4287101	0.4304202	0.4598045	0.4319258	0.4335673	0.4639075	0.4425493	0.5387927	0.6949481	0.6846766	0.6896546	0.5785038	0.5790035	0.5972298	0.5498185	0.6326836	0.4900984	0.6076328	0.5679212
1055	0.5520441	0.5784134	0.4060496	0.4736109	0.3737465	0.6332001	0.7735701	0.5196738	0.4348973	0.4460067	0.4333332	0.5610313	0.5823945	0.5664144	0.5884835	0.5478078	0.477079	0.3579895	0.4159996	0.351831	0.4805263	0.3757799	0.4633608	0.3528568	0.3551141	0.4127691	0.41418	0.44821	0.3727913	0.3680955	0.3262418	0.37074	0.367651	0.4337792	0.374275	0.3693247	0.4260675	0.3968945	0.39306	0.456863	0.4696318	0.495718	0.600184	0.5948725	0.6059853	0.4329179	0.4559074	0.4731011	0.4235619	0.502867	0.3741117	0.4776735	0.4490376
1056	0.7485405	0.7708521	0.5472628	0.5969713	0.6067773	0.7035386	0.7919183	0.548768	0.5581819	0.6164103	0.6203377	0.6929641	0.7668557	0.7135502	0.6433835	0.5823783	0.5007452	0.4462838	0.4646551	0.4516748	0.4573742	0.4387527	0.4758595	0.4260536	0.4117403	0.479998	0.4561335	0.4674254	0.4175353	0.4060391	0.3561452	0.4550464	0.451883	0.5355619	0.4465162	0.4622203	0.4775633	0.4828061	0.4836148	0.5035903	0.4882052	0.580568	0.773653	0.7317007	0.741932	0.6756526	0.6184771	0.667322	0.6016741	0.6810296	0.5632415	0.6637507	0.6132
1057	0.492029	0.5702605	0.4073476	0.4496278	0.3680954	0.408384	0.419476	0.522642	0.4562742	0.4295481	0.3928182	0.4984638	0.498614	0.4900841	0.4132511	0.388796	0.3140348	0.3518571	0.3124276	0.315334	0.3120925	0.2886732	0.317058	0.2785814	0.2885155	0.3277075	0.3340595	0.3030853	0.2985134	0.2673288	0.3432047	0.299834	0.2255628	0.3017055	0.3021852	0.246732	0.2655288	0.2714632	0.2711957	0.3153899	0.2780727	0.3232354	0.3308363	0.4286427	0.4400513	0.4010111	0.4880201	0.4707027	0.4744046	0.4588047	0.401468	0.4569387	0.4414107
1058	0.3944885	0.3795967	0.2898037	0.293667	0.2699464	0.3714332	0.4738414	0.3362596	0.3227476	0.3015863	0.2732959	0.369112	0.363516	0.3330871	0.3339116	0.3777945	0.3035946	0.1822656	0.2699983	0.172824	0.3146465	0.2242942	0.2600854	0.224198	0.2329748	0.2403146	0.2513504	0.2970465	0.245987	0.2210311	0.2081084	0.2674777	0.2238712	0.2454288	0.2393621	0.2294634	0.295092	0.2586615	0.2096513	0.3013353	0.2595914	0.3317402	0.3494078	0.3746353	0.4364673	0.2531774	0.3106082	0.3077926	0.3101743	0.3948943	0.2393105	0.3623075	0.3322746
1059	0.385113	0.4764642	0.3582876	0.3687349	0.3419683	0.3635913	0.3964353	0.3793611	0.3732902	0.3516499	0.3310821	0.3958735	0.3788823	0.3750936	0.334971	0.3494419	0.2782422	0.2267793	0.257934	0.2521728	0.2919246	0.2529732	0.2657431	0.2347479	0.2312664	0.264968	0.2544081	0.2809511	0.2557308	0.2436596	0.2708898	0.2590849	0.2286608	0.2544004	0.2482657	0.2282989	0.2875836	0.2550204	0.2591272	0.3041076	0.281246	0.3404126	0.4234483	0.392732	0.4515036	0.3356341	0.4328845	0.3980447	0.4107311	0.4007037	0.3624727	0.451726	0.4325611
1060	0.4057681	0.5044888	0.3764117	0.4132365	0.3508324	0.3947107	0.3958852	0.4459191	0.3899931	0.3608603	0.3403232	0.4148455	0.4123661	0.3885733	0.3630013	0.3572872	0.2839551	0.2683532	0.2574709	0.2704385	0.2832421	0.252946	0.2607324	0.2350175	0.2398569	0.2833047	0.2773773	0.2641414	0.2643541	0.2517341	0.2972623	0.2718186	0.215177	0.2457343	0.2524602	0.221811	0.282025	0.2592599	0.248511	0.3032502	0.2639198	0.3399213	0.3827413	0.3902012	0.4365193	0.3550275	0.4414564	0.3967462	0.4047919	0.3934274	0.3570556	0.4435404	0.4235002
1061	0.4629484	0.5469808	0.4314209	0.4430434	0.3996046	0.4617133	0.5272467	0.4476275	0.42951	0.4300614	0.3943448	0.4662736	0.4897162	0.4701764	0.4387618	0.4355712	0.3426256	0.2972613	0.3115527	0.3106059	0.3539387	0.2996808	0.3742934	0.275227	0.2802456	0.3267634	0.322799	0.3417497	0.3068873	0.2835632	0.2982223	0.302017	0.2781996	0.314858	0.2877372	0.2770215	0.3398929	0.3152814	0.3108695	0.3630791	0.338947	0.3939494	0.5381508	0.440131	0.5075312	0.4383439	0.4795865	0.4618338	0.44971	0.4685825	0.4136533	0.4837197	0.4786737
1062	0.4191087	0.5361157	0.3872859	0.4384238	0.3725578	0.404933	0.3973833	0.490126	0.4223946	0.3879204	0.3631594	0.4328057	0.4342032	0.4102364	0.3857404	0.3786747	0.2869565	0.3226069	0.2651722	0.3026108	0.2944791	0.265866	0.2804458	0.2492176	0.2564872	0.3016618	0.2953119	0.275729	0.2809994	0.2669419	0.3295231	0.2768594	0.2280361	0.2718044	0.2690761	0.2297647	0.2882802	0.2573411	0.2599404	0.3022532	0.2758054	0.3280866	0.4003584	0.3841975	0.419637	0.3740251	0.4792425	0.432293	0.4495363	0.4190075	0.3922814	0.4689688	0.4632862
1063	0.4967861	0.606146	0.4436975	0.5493321	0.4155335	0.536904	0.5648928	0.571493	0.4626895	0.4670832	0.4204385	0.5015416	0.5258211	0.4892462	0.492308	0.485422	0.369287	0.3751565	0.3322699	0.3548332	0.3818089	0.3221493	0.3777933	0.2891407	0.3008358	0.358936	0.3630801	0.3582276	0.3258775	0.3222017	0.360546	0.3175504	0.2802774	0.3288538	0.308453	0.2742443	0.3789563	0.331554	0.3296336	0.3938693	0.3696286	0.4714596	0.59014	0.5214258	0.5772774	0.4564572	0.5187192	0.4955536	0.5070081	0.5103293	0.4383755	0.5288409	0.527799
1064	0.4954633	0.6148149	0.4142429	0.5532542	0.4051681	0.5244106	0.5351945	0.5927276	0.4702915	0.4473516	0.4229068	0.4872371	0.511294	0.4846138	0.4951077	0.4711982	0.3652774	0.4032654	0.344277	0.3734567	0.3875585	0.3294389	0.3783962	0.2938114	0.3074619	0.3634208	0.3598573	0.3627743	0.3360022	0.3328459	0.3742677	0.3144237	0.2820368	0.3356889	0.3121767	0.2777205	0.3788394	0.3267906	0.321089	0.3811954	0.3584826	0.4533785	0.5563417	0.497893	0.5449037	0.4421769	0.48471	0.4794042	0.4894704	0.4963137	0.4059987	0.5142347	0.5224987
1065	0.3823273	0.4695543	0.3391856	0.3717642	0.3153021	0.3881876	0.4334295	0.3858642	0.3631616	0.3435258	0.318035	0.3983602	0.3889222	0.3739223	0.3571443	0.3551171	0.2886334	0.2286776	0.2618406	0.2361952	0.3011281	0.2445476	0.272395	0.227786	0.233934	0.258876	0.2580049	0.2799832	0.2472504	0.2355134	0.255775	0.2555522	0.2233262	0.2473233	0.2376269	0.2202042	0.3036577	0.2644735	0.2502637	0.3072619	0.2850156	0.3588391	0.4055461	0.3852999	0.4402856	0.3256515	0.382648	0.3593955	0.361656	0.3780011	0.3076923	0.4063392	0.3805071
1066	0.421854	0.5067955	0.3764251	0.4199688	0.346255	0.3942007	0.3778116	0.4731538	0.3926048	0.3709167	0.3489752	0.422853	0.4300627	0.4002493	0.36861	0.3565744	0.2778025	0.3262195	0.2685449	0.2946207	0.2909629	0.2596335	0.278736	0.2410265	0.2520064	0.3010018	0.3014993	0.2678865	0.2734863	0.2560859	0.3198474	0.2794098	0.2136817	0.2829577	0.2801902	0.2230472	0.2799127	0.2469782	0.249699	0.3013658	0.264403	0.3255664	0.3551609	0.3986285	0.4217148	0.3775853	0.4581441	0.4244772	0.4398812	0.4135309	0.3688996	0.4480267	0.4432629
1067	0.4601451	0.5790521	0.4248387	0.5051704	0.4118339	0.4640506	0.4696359	0.5401182	0.4439245	0.4411431	0.4052404	0.4626083	0.4735825	0.4578664	0.4531075	0.4362091	0.3395599	0.3834586	0.3055894	0.3528068	0.3466353	0.3085435	0.3410043	0.2847106	0.295397	0.3449111	0.3403657	0.3255101	0.3180672	0.3106869	0.3711556	0.302908	0.2596755	0.316789	0.2999235	0.2567749	0.3444815	0.2998917	0.3062289	0.3646442	0.3268198	0.389742	0.5072355	0.4455333	0.4905083	0.4228955	0.5223886	0.4867177	0.4959619	0.4778711	0.4200097	0.5038595	0.5022893
1068	0.472239	0.5721526	0.4313721	0.4918046	0.3929575	0.4884077	0.4864443	0.5126587	0.4343968	0.4140847	0.3948924	0.4764988	0.4880665	0.4427747	0.4327034	0.4267868	0.3345577	0.3079183	0.2982457	0.3133468	0.3498517	0.2951107	0.3209058	0.2643835	0.2757918	0.3318079	0.3324973	0.3175111	0.3039377	0.2905556	0.3353822	0.3062148	0.2495385	0.300252	0.2947482	0.2551937	0.3405282	0.3004097	0.291025	0.3566173	0.3231947	0.4162231	0.4597147	0.4771563	0.5205553	0.4285461	0.5084848	0.4606763	0.4760259	0.4649489	0.4120293	0.5099887	0.4998778
1069	0.6663884	0.7277445	0.5487606	0.5089773	0.5884427	0.5633709	0.6685587	0.4531922	0.540992	0.5491819	0.5624865	0.6617358	0.7011937	0.6805261	0.5832807	0.5397806	0.4493593	0.3862385	0.4180762	0.4036868	0.3810566	0.4022471	0.4296979	0.3811466	0.3734801	0.437792	0.4358346	0.4033613	0.392799	0.3587801	0.3174557	0.433649	0.3709599	0.48826	0.424772	0.4198092	0.4847026	0.453991	0.4678604	0.4803916	0.4352843	0.5350026	0.6866717	0.6645532	0.721174	0.6057781	0.6763039	0.6788355	0.6263011	0.6581514	0.6037351	0.6715348	0.6434557
1070	0.6459881	0.6948119	0.5273895	0.6250627	0.572787	0.638644	0.7265738	0.5974884	0.6228886	0.5937563	0.5524095	0.592914	0.6424729	0.6202955	0.644842	0.5789687	0.4768522	0.4541742	0.4292512	0.4412166	0.4297761	0.4089164	0.4639595	0.3620262	0.3692611	0.435793	0.430172	0.4661615	0.3946969	0.4113926	0.3807352	0.3892321	0.4293698	0.4707891	0.378229	0.4153837	0.4509573	0.4298977	0.4234236	0.485549	0.4545307	0.5654084	0.7063556	0.5979882	0.6675152	0.5906612	0.596025	0.6232414	0.5760859	0.605334	0.5445505	0.6180902	0.6169928
1071	0.4601734	0.5131124	0.4018842	0.3886675	0.3868202	0.4167645	0.4883035	0.3892175	0.407214	0.3973289	0.3813791	0.4682072	0.4691619	0.4637293	0.3966268	0.4045313	0.3243345	0.2453215	0.2983181	0.283867	0.3305465	0.2793986	0.3479201	0.258672	0.2626534	0.2938502	0.2918451	0.3160574	0.2923771	0.2689361	0.26736	0.287975	0.2663295	0.3121017	0.2878252	0.2829176	0.3116433	0.2911683	0.2714571	0.3206164	0.2951785	0.3347841	0.4670776	0.3944952	0.4541755	0.4040187	0.4654747	0.4346487	0.4331645	0.4397638	0.3704313	0.4646639	0.4393131
1072	0.4710687	0.5554966	0.4218822	0.4740803	0.4375278	0.4686236	0.5153989	0.4927381	0.4551559	0.4309814	0.4270438	0.453921	0.462835	0.4601049	0.4731256	0.4557582	0.3509951	0.3703125	0.3269905	0.3572676	0.3549318	0.3232884	0.3651564	0.2909063	0.2952032	0.3487269	0.3351757	0.3514684	0.3250469	0.3185556	0.3397818	0.2994463	0.2958653	0.3213426	0.2976082	0.2876336	0.3478008	0.3223687	0.3293514	0.3718377	0.3572075	0.3986124	0.54017	0.4248923	0.4905277	0.4361472	0.4837728	0.4780686	0.4710468	0.4763474	0.4248977	0.4873821	0.4848649
1073	0.5422268	0.6073978	0.4577044	0.5526608	0.4712908	0.5518315	0.6051301	0.5573366	0.4780483	0.481191	0.4642773	0.5042575	0.5357872	0.511748	0.5335395	0.5144688	0.4045186	0.4037271	0.3718566	0.3972754	0.4108873	0.3645805	0.417179	0.3210817	0.3316542	0.389513	0.3835556	0.4001015	0.3596025	0.3618402	0.3676082	0.3450137	0.328695	0.3594131	0.3307477	0.3276868	0.4043837	0.369602	0.3748116	0.4311074	0.4051886	0.4708985	0.6504377	0.5083749	0.5778162	0.4867398	0.502915	0.5225239	0.4975092	0.5242645	0.4514686	0.5266445	0.5091632
1074	0.5679327	0.6699682	0.4953613	0.6198382	0.529852	0.5913849	0.7272506	0.6169304	0.6034099	0.5175051	0.5948184	0.5383707	0.5684919	0.5413145	0.7174456	0.5447819	0.4330676	0.461847	0.3863191	0.4427483	0.439888	0.3918451	0.4447907	0.3600561	0.3602143	0.4326378	0.4117251	0.4319489	0.3945239	0.4111093	0.4278976	0.3694945	0.3649309	0.3944427	0.3526261	0.3624784	0.4305395	0.4015232	0.4052592	0.4338832	0.445036	0.5529954	0.6805665	0.549839	0.6211599	0.5373644	0.5518141	0.54501	0.528258	0.601004	0.4921474	0.5693539	0.5668758
1075	0.6017307	0.6275271	0.4627157	0.5555838	0.4950165	0.6110216	0.7027952	0.536958	0.4901098	0.5004948	0.4983492	0.567724	0.6094007	0.5865419	0.5648803	0.5314192	0.4300363	0.3860656	0.4108058	0.3973095	0.4250208	0.3854469	0.440275	0.3472783	0.3575341	0.4228075	0.4025229	0.4234123	0.364441	0.3648064	0.3419316	0.3645182	0.3570345	0.3930666	0.3515301	0.372339	0.427279	0.4063132	0.399794	0.4635783	0.4506601	0.5153163	0.6812822	0.5866481	0.6344627	0.5472727	0.5360814	0.5634748	0.5214838	0.5808291	0.4746168	0.5563967	0.5336929
1076	0.6400037	0.6824771	0.5099759	0.6407579	0.5447357	0.6626738	0.8041181	0.6360861	0.5958613	0.5543623	0.5633124	0.5655124	0.6273428	0.5806604	0.6664326	0.5935655	0.4675168	0.4503573	0.4323935	0.4611304	0.4678363	0.4230864	0.4846497	0.3796138	0.3802083	0.4527699	0.4375051	0.4728865	0.4038743	0.4171441	0.4019606	0.3903652	0.4037218	0.4295305	0.3704033	0.3898866	0.4649906	0.4294604	0.4214187	0.4857332	0.4710562	0.5557082	0.7351985	0.6023749	0.6603963	0.5826624	0.5553133	0.5793401	0.5409262	0.6084002	0.5055062	0.5753274	0.5658665
1077	0.491414	0.5616437	0.4239504	0.4662681	0.4185437	0.4935111	0.5574339	0.4706815	0.4334526	0.4407114	0.4133082	0.4757382	0.5039513	0.4863817	0.4695994	0.4615395	0.3633325	0.3418759	0.3347692	0.3388737	0.3665278	0.3229078	0.3671269	0.2884307	0.2893141	0.3564701	0.3427589	0.3583241	0.319837	0.3043002	0.309819	0.3117574	0.3002018	0.3287783	0.3019631	0.2923174	0.3555513	0.3289178	0.3325597	0.3821849	0.3677495	0.415963	0.5767499	0.4709137	0.5420774	0.4483729	0.4777523	0.4840373	0.4632422	0.4891264	0.4169243	0.4916598	0.473329
1078	0.5292193	0.6141534	0.4453772	0.5523726	0.4478052	0.5611625	0.6081891	0.567925	0.4689008	0.4840676	0.4496399	0.5100403	0.5382179	0.5150949	0.5299702	0.5095148	0.4030603	0.3955539	0.36574	0.3874632	0.4149096	0.3579812	0.4093804	0.3175254	0.3295567	0.3893885	0.3817404	0.4019064	0.3565713	0.3530643	0.3630415	0.3345066	0.3272921	0.3490463	0.324529	0.3204908	0.3988503	0.3607405	0.3604221	0.4190028	0.4033723	0.4796244	0.6469573	0.5135337	0.5729919	0.4889574	0.4968719	0.5102318	0.4924707	0.5238445	0.4356811	0.524558	0.5142977
1079	0.5781862	0.6126818	0.4532903	0.5152222	0.4562106	0.565951	0.6930955	0.5118853	0.4636706	0.4790786	0.4666122	0.5858413	0.608327	0.5725231	0.5460641	0.5165379	0.4276263	0.3587801	0.3886333	0.3730847	0.4249887	0.3678207	0.4030697	0.3385352	0.3300093	0.3940864	0.3958402	0.4151226	0.3548945	0.3382732	0.3290626	0.3537165	0.3544882	0.3867363	0.337837	0.3529841	0.4184688	0.3790269	0.3938132	0.4352889	0.4326826	0.4990627	0.6419594	0.5512434	0.6164098	0.5232292	0.5181075	0.5160856	0.4907012	0.5508989	0.4513764	0.525702	0.5058123
1080	0.5625399	0.6276448	0.4666349	0.486932	0.4857971	0.5230864	0.5971044	0.4665622	0.4915189	0.4898333	0.4682426	0.5538792	0.5759764	0.5603743	0.5028338	0.4983306	0.3881814	0.3544748	0.3612886	0.3596913	0.3607953	0.3408697	0.3959155	0.3146411	0.3145818	0.3782563	0.3679539	0.3704861	0.3367738	0.3222691	0.3128894	0.3442709	0.3196796	0.3696518	0.3335089	0.3303225	0.386726	0.3703171	0.3739465	0.4115692	0.3894244	0.4428439	0.6096813	0.5240799	0.600798	0.5047978	0.5623434	0.5650973	0.5302513	0.5476308	0.5124056	0.5677471	0.5477923
1081	0.7763227	0.8070424	0.6111419	0.6308378	0.6781694	0.6689653	0.7790655	0.5939311	0.6248267	0.6484014	0.6496828	0.7320737	0.77698	0.7618926	0.7014057	0.6348826	0.5095835	0.4455513	0.4875216	0.4738529	0.4444655	0.4630094	0.5109342	0.430397	0.4450319	0.4919079	0.4914322	0.4697323	0.4463444	0.4302608	0.3776989	0.4782776	0.4261788	0.5063185	0.453071	0.4621468	0.4891704	0.4881372	0.4985372	0.5302662	0.4749315	0.5911462	0.7649544	0.6872587	0.7677608	0.7134666	0.7196302	0.7530355	0.6812419	0.7152848	0.6686741	0.7137559	0.7007648
1082	0.8008326	0.8843778	0.631095	0.5587327	0.6886039	0.6518171	0.8010506	0.4753941	0.5892983	0.6054978	0.6852561	0.8127873	0.8658575	0.8167732	0.6974221	0.5744342	0.4990729	0.3820971	0.4610108	0.435991	0.3960254	0.4425666	0.4615729	0.459154	0.428516	0.4930703	0.4913101	0.4303691	0.4174382	0.3796975	0.3138594	0.5300769	0.4084309	0.6032982	0.5158189	0.5010453	0.5633566	0.5333352	0.5137758	0.5205028	0.4741044	0.6500698	0.8284674	0.8704069	0.9161935	0.7274756	0.7792629	0.8085141	0.7320696	0.7837105	0.649941	0.7795782	0.7548903
1083	0.4725397	0.5312862	0.410323	0.4159193	0.3856059	0.4530261	0.5380474	0.4043892	0.4079339	0.4030487	0.3829428	0.4698591	0.4861867	0.4696851	0.4294253	0.4242855	0.3428389	0.2768873	0.3150462	0.293478	0.3465769	0.2927773	0.342823	0.2774692	0.272066	0.3206532	0.310067	0.3307265	0.2913444	0.2721521	0.2746094	0.3057292	0.2791525	0.3105956	0.2865842	0.2760187	0.3377143	0.3058395	0.3068396	0.3591816	0.3413025	0.3932655	0.5431933	0.4524872	0.5093837	0.4224629	0.45911	0.4515292	0.4381978	0.4627903	0.3919198	0.4694987	0.4410959
1084	0.547738	0.6268754	0.4508101	0.4524577	0.4597993	0.4943905	0.5730618	0.4391324	0.4743046	0.470848	0.4394817	0.5493942	0.5663208	0.5506654	0.4627388	0.4696563	0.3727195	0.3166872	0.3449299	0.334476	0.3450819	0.3245781	0.3680053	0.3036003	0.2978209	0.3643041	0.3520646	0.3478261	0.3339739	0.3035084	0.2913198	0.3232786	0.3007685	0.3679717	0.3322917	0.32212	0.3739834	0.3541287	0.357169	0.4029984	0.3593395	0.4241168	0.580447	0.5091783	0.5934208	0.5006052	0.5684193	0.55024	0.531265	0.5464718	0.5181269	0.5645798	0.5445024
1085	0.6076857	0.6637857	0.4837152	0.508949	0.4991657	0.5608044	0.6673174	0.4722229	0.4942069	0.5023013	0.496953	0.5946668	0.6290184	0.6067475	0.5352986	0.5084745	0.4131017	0.3585744	0.3871233	0.374417	0.3829706	0.3659793	0.4078095	0.3414085	0.3341003	0.4037775	0.3904899	0.3884852	0.3539695	0.333166	0.3140336	0.3809848	0.338472	0.4138359	0.369104	0.3626491	0.4259582	0.4007555	0.3978027	0.4418554	0.4130263	0.4874393	0.6560411	0.58594	0.653927	0.5466567	0.5723569	0.5858732	0.5424151	0.587705	0.5107122	0.5841389	0.5639417
1086	0.5108958	0.5793083	0.4349513	0.4091821	0.442912	0.4401436	0.5258867	0.4057385	0.4485387	0.4345669	0.410366	0.5048159	0.5208223	0.5006936	0.4261128	0.4276271	0.3291104	0.3072005	0.3160315	0.3093486	0.3020552	0.3026981	0.3377731	0.2757496	0.2740934	0.3256862	0.3234916	0.3297122	0.2985799	0.2811893	0.2743117	0.3022141	0.2797956	0.3351553	0.3054775	0.2849768	0.343548	0.3228522	0.3296723	0.3580962	0.3302801	0.3906576	0.5521676	0.4811207	0.558929	0.4590049	0.5322042	0.5178027	0.4931981	0.4887137	0.4772962	0.5305247	0.5076457
1087	0.6788521	0.7511021	0.510325	0.4990174	0.5426286	0.5756145	0.7049444	0.4356545	0.5117748	0.5238219	0.5532632	0.6829603	0.7143462	0.6716969	0.5579106	0.5226075	0.4336486	0.3480344	0.417917	0.3733419	0.3782913	0.3854348	0.4101779	0.3802399	0.3542314	0.4259385	0.4153081	0.3874123	0.3608768	0.3271982	0.2875766	0.4432238	0.355176	0.5017742	0.4259499	0.4171483	0.4920515	0.4440626	0.4464539	0.4728122	0.431574	0.5644357	0.7111132	0.7101371	0.7712447	0.6018199	0.6533267	0.65469	0.6063573	0.6617914	0.556743	0.6678011	0.6299347
1088	0.691313	0.7469767	0.5378614	0.5572799	0.5805377	0.6171325	0.723711	0.4927095	0.543946	0.5523856	0.5785169	0.6689443	0.725625	0.6821218	0.6090578	0.5560726	0.4538473	0.3781225	0.4335997	0.4018152	0.3978994	0.4035623	0.4384474	0.3860263	0.3740938	0.4422432	0.426191	0.412022	0.3861356	0.3749658	0.3187438	0.4391433	0.4055281	0.4995787	0.4286116	0.4340185	0.4776525	0.460254	0.4564204	0.491822	0.4545949	0.5613527	0.7197196	0.6970173	0.7604858	0.6228106	0.6566024	0.6735834	0.6189277	0.6690624	0.5837603	0.6597497	0.6300077
1089	0.4221525	0.4838109	0.3553386	0.3397485	0.3486117	0.3419372	0.3981521	0.3521174	0.3833811	0.3636038	0.3418317	0.4200949	0.4119495	0.4070093	0.3585839	0.3401107	0.2759748	0.2745245	0.2654761	0.2672838	0.2640013	0.2476557	0.2731146	0.2366855	0.2359866	0.2771832	0.2740248	0.2547706	0.2530872	0.2313768	0.2324855	0.278111	0.2078708	0.3042942	0.2891414	0.255788	0.3511994	0.2815586	0.285651	0.3221957	0.2897951	0.3820667	0.4995215	0.4452786	0.519287	0.3290611	0.4185878	0.4088052	0.4026313	0.4282525	0.3405623	0.455397	0.4103957
1090	0.4690495	0.5488926	0.4174307	0.3978473	0.4121115	0.419448	0.5017442	0.3933792	0.4430058	0.4404763	0.3867228	0.4986856	0.5096456	0.4919404	0.4128629	0.41342	0.3228644	0.263469	0.2912759	0.2718961	0.3260995	0.282587	0.3310725	0.2693301	0.2642199	0.2929265	0.2969607	0.3344835	0.294069	0.2658004	0.2863367	0.2886155	0.2662994	0.3120932	0.2868832	0.2656285	0.3027956	0.2755629	0.2468354	0.3129545	0.2554428	0.3508859	0.4278432	0.3473838	0.4680206	0.404915	0.4947336	0.4422376	0.4695249	0.4323871	0.3946058	0.4533783	0.4648741
1091	0.6093525	0.6814077	0.4573244	0.3372584	0.4529371	0.4188754	0.5833128	0.2917146	0.4195885	0.4138504	0.4914663	0.6300953	0.6572822	0.6024891	0.4586769	0.3682878	0.3427871	0.2541559	0.3218066	0.2748174	0.2620608	0.2868908	0.2970139	0.3270755	0.3022288	0.3488343	0.3397067	0.2888311	0.2899329	0.234801	0.2026725	0.4245222	0.2656621	0.496453	0.4285171	0.3766682	0.5158839	0.3857724	0.3784589	0.3959482	0.3418688	0.5645105	0.6693418	0.7111971	0.7188933	0.4867709	0.5549667	0.5609797	0.5348217	0.5889325	0.4268002	0.6190761	0.5696613
1092	0.6248535	0.6828437	0.4394518	0.3673407	0.4375911	0.4675227	0.6640033	0.3247941	0.4217321	0.4281617	0.4732035	0.6285869	0.6669575	0.612266	0.4597781	0.4031436	0.3598244	0.2502693	0.3410636	0.2710186	0.2990988	0.2955452	0.3166635	0.3229395	0.2945563	0.3580766	0.3360738	0.31099	0.2808902	0.2390244	0.2075948	0.4056107	0.2746864	0.4758201	0.401983	0.3639126	0.4912294	0.3676913	0.3630741	0.4064122	0.3393436	0.5569665	0.651648	0.6992437	0.6820314	0.5175466	0.5730352	0.5720017	0.5444679	0.6475893	0.4536203	0.6237142	0.5689364
1093	0.6038815	0.6811578	0.4427337	0.3653689	0.4399584	0.442254	0.6048763	0.3026603	0.4266391	0.4275701	0.4764192	0.6340435	0.649559	0.5995379	0.435324	0.3842808	0.3469547	0.2532436	0.3210705	0.2736063	0.2793337	0.2816017	0.3055124	0.3155741	0.287198	0.3464065	0.3237401	0.2872122	0.2790644	0.2320831	0.2055104	0.412793	0.2663743	0.4696707	0.4011073	0.3499094	0.484208	0.3644356	0.3600281	0.3915845	0.3359101	0.5584694	0.6459631	0.6915752	0.6934099	0.5109813	0.5871225	0.5768054	0.5599687	0.6267039	0.4675174	0.6260296	0.58326
